iter	Logloss
397	0.04720419457
398	0.04700748702
399	0.04681809302
400	0.04669975782
401	0.04656111761
402	0.04646475005
403	0.04626819869
404	0.0461359082
405	0.04593769421
406	0.0458335337
407	0.04569385417
408	0.04555894813
409	0.04540542657
410	0.04527964239
411	0.0451797285
412	0.04507732297
413	0.04494844036
414	0.04483791958
415	0.04463486837
416	0.04453706893
417	0.04428518991
418	0.04417743092
419	0.04402140095
420	0.04391005269
421	0.0437447798
422	0.04353568523
423	0.04343388239
424	0.04328473876
425	0.04318744616
426	0.04307037603
427	0.0429970987
428	0.04288179664
429	0.0427309926
430	0.04254890253
431	0.04236348358
432	0.04229098977
433	0.04220794832
434	0.0421211525
435	0.04199617884
436	0.04189301318
437	0.04181910495
438	0.04169494908
439	0.04160383168
440	0.04147649136
441	0.04133918606
442	0.04118854352
443	0.04106470917
444	0.04094760625
445	0.04077573235
446	0.0406969989
447	0.04057212731
448	0.04037277637
449	0.04024245445
450	0.04017267894
451	0.03999735282
452	0.03988637186
453	0.03978870285
454	0.03970773333
455	0.03959518867
456	0.03946770619
457	0.03931713076
458	0.03909238382
459	0.03895797869
460	0.0388617537
461	0.03874090525
462	0.03864038478
463	0.03854425679
464	0.03846428278
465	0.03827851107
466	0.03818161002
467	0.03805938929
468	0.03795062808
469	0.03790746016
470	0.03774174638
471	0.03761188521
472	0.0375394781
473	0.03742757459
474	0.03738242956
475	0.03728216222
476	0.03713464529
477	0.03705639001
478	0.03698651034
479	0.03687416835
480	0.03675075844
481	0.03659695186
482	0.03646474975
483	0.0363467758
484	0.03624505325
485	0.03610578806
486	0.03591513549
487	0.03580436639
488	0.03570409827
489	0.03563671904
490	0.03556805068
491	0.03545701619
492	0.03533388583
493	0.03516710443
494	0.03509076112
495	0.03498127028
496	0.03489090045
497	0.03478030237
498	0.03466799617
499	0.03457771786
500	0.03451872361
501	0.0344277234
502	0.03427639413
503	0.03423411576
504	0.03414898414
505	0.03393943681
506	0.03385646974
507	0.03377142199
508	0.03366755323
509	0.03348889713
510	0.03338277586
511	0.03328425728
512	0.03318903354
513	0.03311221152
514	0.03300004278
515	0.03290912828
516	0.03283846657
517	0.03274220648
518	0.03258982614
519	0.03249924345
520	0.0323781224
521	0.03224640442
522	0.03218528338
523	0.03210719896
524	0.03197398052
525	0.03183042321
526	0.03173286929
527	0.03159765266
528	0.03140392547
529	0.03128898472
530	0.03124144343
531	0.03112282036
532	0.03104712067
533	0.03094666844
534	0.03078991883
535	0.03067189487
536	0.03058541467
537	0.0305205018
538	0.03046481802
539	0.03038617487
540	0.0302075866
541	0.03014985772
542	0.0300529816
543	0.02996916408
544	0.02987274226
545	0.02977221319
546	0.02967522718
547	0.02960631483
548	0.02950506268
549	0.02945867355
550	0.02937168781
551	0.02932293172
552	0.02918334334
553	0.02912050892
554	0.02908340592
555	0.02901144328
556	0.02895438211
557	0.02886183055
558	0.02875109068
559	0.02864389988
560	0.02856571583
561	0.02850600406
562	0.02840815233
563	0.02835468508
564	0.02829657813
565	0.02822087598
566	0.02818382817
567	0.0281443213
568	0.02807788388
569	0.02801118126
570	0.02795215479
571	0.02787426556
572	0.02778033455
573	0.02767465753
574	0.02755659735
575	0.02745127862
576	0.02735081792
577	0.02730877969
578	0.02725509133
579	0.02719602123
580	0.02711110149
581	0.0270343917
582	0.02696793043
583	0.02691572838
584	0.02684146438
585	0.02678089367
586	0.02670607225
587	0.02664796941
588	0.0265984142
589	0.02651488185
590	0.02646444984
591	0.02638060605
592	0.02631383387
593	0.02624766156
594	0.02617343942
595	0.02608125474
596	0.02603038772
597	0.0259617448
598	0.02586779361
599	0.02579983482
600	0.02574886124
601	0.02564271265
602	0.02556669426
603	0.02548639912
604	0.02541969209
605	0.02536285286
606	0.02527044557
607	0.02521473349
608	0.02514467561
609	0.02508388705
610	0.02499398717
611	0.02491816646
612	0.0248388468
613	0.02477395064
614	0.02472044503
615	0.02461923041
616	0.02453545282
617	0.02451517691
618	0.02443488222
619	0.02439202965
620	0.02433366099
621	0.02427613493
622	0.02423953081
623	0.02415856667
624	0.024133821
625	0.02406260647
626	0.02401616388
627	0.02392543589
628	0.02386426583
629	0.0238138533
630	0.02374209064
631	0.02366878293
632	0.02360925366
633	0.02352302588
634	0.023432696
635	0.02333580276
636	0.02328748848
637	0.02325066267
638	0.02319937693
639	0.02311533199
640	0.02304732565
641	0.02295903017
642	0.02289332491
643	0.02286856529
644	0.02282039552
645	0.02276519637
646	0.02267427259
647	0.02257844811
648	0.02251450861
649	0.02235358382
650	0.02228797075
651	0.02223874766
652	0.0221238543
653	0.02203367157
654	0.02196032122
655	0.021877268
656	0.02178649399
657	0.02172125219
658	0.0216808378
659	0.02163363049
660	0.02157006703
661	0.02152389166
662	0.02141527507
663	0.02135374111
664	0.02128157497
665	0.02123008409
666	0.02120035831
667	0.02111593171
668	0.02105588576
669	0.02100022723
670	0.0209357173
671	0.02090760443
672	0.0208691326
673	0.02082506592
674	0.02077010683
675	0.02072388774
676	0.02066033403
677	0.02058393657
678	0.02051684959
679	0.02047756498
680	0.02040528096
681	0.02031179161
682	0.02026464171
683	0.02022164793
684	0.02017307729
685	0.02013729643
686	0.02004814811
687	0.02000645802
688	0.01994217257
689	0.01989495792
690	0.01985057303
691	0.01977262861
692	0.01972620754
693	0.01966653209
694	0.01962674708
695	0.01957928026
696	0.01949406386
697	0.01945229033
698	0.01940146587
699	0.01933556396
700	0.01927134097
701	0.01922137778
702	0.0191394667
703	0.01910167653
704	0.01905960171
705	0.0190207432
706	0.0189732649
707	0.01895045921
708	0.01888400421
709	0.01881208139
710	0.01875076734
711	0.01871751847
712	0.01866849145
713	0.01861929696
714	0.01854106504
715	0.01848738994
716	0.01845524359
717	0.01837906049
718	0.01833135143
719	0.01827474053
720	0.01823925798
721	0.01819120969
722	0.01816537576
723	0.01808386986
724	0.01803951106
725	0.01797411365
726	0.0178999788
727	0.01784520069
728	0.01779360338
729	0.01775050941
730	0.01770497921
731	0.01765373845
732	0.01761018669
733	0.01755776275
734	0.01751710306
735	0.01747601849
736	0.01744134519
737	0.0173991121
738	0.01734256095
739	0.01729104788
740	0.0172525715
741	0.01720758312
742	0.01716371735
743	0.01711504549
744	0.01709996727
745	0.0170588047
746	0.01701874747
747	0.01698676193
748	0.01691473726
749	0.01686581526
750	0.01681160575
751	0.01675365768
752	0.01670410892
753	0.01668768585
754	0.01664971707
755	0.0165697152
756	0.01650185265
757	0.01642555594
758	0.01639945112
759	0.01633837515
760	0.01632295005
761	0.01628440627
762	0.01624257558
763	0.01617930122
764	0.01613451689
765	0.01608749212
766	0.01602288013
767	0.01596954397
768	0.01588615025
769	0.01587117598
770	0.01579553588
771	0.01576514909
772	0.01572326526
773	0.01566163659
774	0.01560854975
775	0.01558082208
776	0.01554015102
777	0.01550866714
778	0.01546841423
779	0.01544405312
780	0.01539067578
781	0.01535757325
782	0.01533275715
783	0.01529449497
784	0.01526501031
785	0.01523750967
786	0.01521132136
787	0.01515799466
788	0.01511008906
789	0.01508167183
790	0.01503859387
791	0.01499547282
792	0.01495847058
793	0.01493330516
794	0.01490446928
795	0.01485809948
796	0.01480687069
797	0.0147788728
798	0.0147159806
799	0.01468694091
800	0.0146494779
801	0.01460974084
802	0.01457994781
803	0.01455320146
804	0.01452087791
805	0.01448619875
806	0.01446587373
807	0.01442988284
808	0.01439188661
809	0.014351004
810	0.01431395718
811	0.01427361002
812	0.01421144483
813	0.01419496611
814	0.0141519331
815	0.01412695729
816	0.01409243077
817	0.01406668058
818	0.0140299509
819	0.01399824134
820	0.01398196759
821	0.013953964
822	0.01392992692
823	0.01388405303
824	0.01384548196
825	0.01380617894
826	0.01377805098
827	0.01373781756
828	0.01369733355
829	0.01366121868
830	0.01364921996
831	0.01360021884
832	0.01356900206
833	0.01351818616
834	0.01348946033
835	0.01346583331
836	0.01344381633
837	0.01340041535
838	0.01336434151
839	0.01334546309
840	0.01329495715
841	0.01326817239
842	0.01324878462
843	0.01321654596
844	0.01319790448
845	0.01316682655
846	0.01312906395
847	0.01309940532
848	0.01304965201
849	0.01300765655
850	0.01297599597
851	0.01293389045
852	0.01289487817
853	0.01283714386
854	0.01280124318
855	0.01274675539
856	0.01271641921
857	0.01267014179
858	0.01263712672
859	0.01260418628
860	0.01256944614
861	0.01254173782
862	0.01249280711
863	0.01245793813
864	0.01242920345
865	0.01239654194
866	0.01237007003
867	0.01232982509
868	0.01231323684
869	0.01228956663
870	0.01227701966
871	0.01225801772
872	0.01222822862
873	0.01220414874
874	0.01217889724
875	0.01214197849
876	0.01211459404
877	0.01209871227
878	0.01208158777
879	0.01204810509
880	0.01201864751
881	0.01199708695
882	0.01197461494
883	0.01195207837
884	0.01191139049
885	0.01187058827
886	0.0118303038
887	0.01180678064
888	0.01175854283
889	0.01172518738
890	0.01168811934
891	0.01166710026
892	0.01165377698
893	0.01162707134
894	0.01159897043
895	0.01156180617
896	0.01154946681
897	0.01153031168
898	0.01149966734
899	0.01147111039
900	0.01144101629
901	0.01140405877
902	0.01139247718
903	0.01136382204
904	0.01134604939
905	0.01131058794
906	0.01127564897
907	0.01124651023
908	0.01123339697
909	0.01120702889
910	0.01117185314
911	0.01115674417
912	0.01113765614
913	0.01109598595
914	0.01107685565
915	0.01105594346
916	0.01103840712
917	0.01099658786
918	0.01096534637
919	0.01095374652
920	0.01093743912
921	0.01092181828
922	0.01088542729
923	0.01086378157
924	0.01084618918
925	0.01081804351
926	0.01080435698
927	0.01078412738
928	0.01075944651
929	0.01073321642
930	0.01071974341
931	0.01069907443
932	0.01067748006
933	0.01063895933
934	0.01059568491
935	0.01056193534
936	0.01053778543
937	0.01050837788
938	0.01049027337
939	0.01047035709
940	0.01042702804
941	0.01040782511
942	0.01038186955
943	0.01035431555
944	0.01034264271
945	0.01030162761
946	0.01027533054
947	0.01025394376
948	0.0102299945
949	0.01021043078
950	0.01019761034
951	0.01015648268
952	0.01013171686
953	0.01010336852
954	0.01008751405
955	0.0100798124
956	0.01005804773
957	0.01003908198
958	0.01001855463
959	0.01000081063
960	0.00998427331
961	0.009959505275
962	0.009940234549
963	0.009915246813
964	0.009890722823
965	0.009871607717
966	0.00985247631
967	0.009825752081
968	0.00980414795
969	0.009785183703
970	0.009756212273
971	0.009736960079
972	0.009710541721
973	0.009696710554
974	0.009675257676
975	0.009661517858
976	0.009649449589
977	0.009633947842
978	0.009599673412
979	0.009578256902
980	0.009554859661
981	0.009519859427
982	0.009517026222
983	0.009489896214
984	0.009466483665
985	0.009438868096
986	0.009412967503
987	0.009396890394
988	0.009379626121
989	0.009358143938
990	0.009329183823
991	0.009302586282
992	0.009290421399
993	0.009277793077
994	0.009259572779
995	0.009250189213
996	0.009229910751
997	0.009221933774
998	0.009203007774
999	0.009182996785
